	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
47.50952	5.103	39.355	34.532	52.327	44.326	52.332	72.11	55.314	8.542	43.249	34.855	50.695	44.729	55.158	72.441	56.634	5.498	42.672	34.496	50.514	44.245	55.99	73.659	59.04	51.464	56.883	51.83	7.159	47.39	32.07	46.512	51.351	55.604	54.606	2.464	45.494	28.785	47.512	56.317	60.099	57.034	0.701	40.635	12.215	47.532
47.67614	5.497	39.552	34.237	51.539	43.899	52.955	73.095	56.134	8.477	43.117	34.691	51.253	43.909	54.403	72.638	56.371	5.826	41.982	35.35	51.073	45.23	55.596	74.249	59.27	50.84	58.229	52.585	7.159	47.981	31.577	46.381	50.99	56.688	53.063	2.562	45.297	28.785	47.709	57.236	59.672	57.69	0.799	40.307	12.511	47.795
47.8428	5.739	39.818	34.662	51.287	44.167	53.0	72.332	56.413	9.017	43.026	35.545	50.838	44.867	54.877	72.435	57.043	5.807	43.435	35.418	51.774	43.365	55.808	74.443	58.697	51.576	57.886	53.913	7.929	47.892	31.806	47.343	51.792	55.555	53.406	2.737	45.929	28.191	48.54	55.972	59.493	57.28	0.71	39.424	13.022	49.022
48.00953	5.837	40.508	35.484	52.175	44.167	53.23	72.234	57.005	8.984	43.026	35.611	50.345	46.28	54.877	73.256	55.828	5.675	43.27	35.582	51.61	45.599	58.042	74.936	57.481	51.872	58.674	53.223	7.272	47.892	31.313	46.752	51.529	56.146	53.504	2.868	46.29	28.913	48.113	56.267	60.15	57.477	0.71	40.278	13.646	48.825
48.1763	5.908	39.832	35.212	52.595	45.324	53.748	72.95	55.873	9.179	43.491	35.73	50.865	46.088	54.571	73.476	57.488	5.874	43.635	34.516	51.308	45.077	56.614	75.315	58.021	52.288	57.866	53.147	8.091	48.284	32.191	46.85	50.731	55.637	53.131	2.647	46.392	28.747	48.046	55.301	60.522	57.723	0.787	40.683	14.454	49.278
48.34291	6.211	40.775	34.905	53.117	44.727	53.057	73.154	56.529	9.681	43.124	36.277	50.173	44.703	56.144	73.352	56.996	6.277	44.089	34.769	52.323	44.907	57.73	75.521	58.612	51.794	58.096	52.882	8.396	48.805	31.95	46.845	51.025	55.834	53.655	2.753	47.338	29.422	48.239	56.81	61.443	58.937	0.793	40.61	14.599	50.095
48.50952	6.079	40.15	34.99	53.074	46.474	54.229	72.621	56.627	9.722	43.526	35.053	51.08	45.104	55.351	74.172	56.894	6.247	44.067	35.222	52.707	44.423	56.711	75.097	59.076	51.458	57.049	53.5	8.142	48.922	31.641	47.057	50.885	57.281	54.341	2.977	47.054	29.403	48.945	57.401	60.892	57.691	1.015	40.612	15.803	49.856
48.67627	6.232	40.705	34.334	53.817	46.237	53.953	72.957	57.103	9.707	43.453	36.005	51.955	45.36	55.6	74.078	57.47	6.234	44.65	35.68	52.103	44.777	57.516	75.856	58.335	52.003	57.294	52.237	8.718	49.305	31.97	47.935	51.89	57.001	53.504	3.098	47.374	29.078	49.132	57.286	61.07	58.923	0.841	40.443	15.749	49.909
48.84291	6.56	41.034	35.385	53.62	45.58	54.676	73.055	57.333	9.871	43.748	36.662	51.988	45.261	56.421	73.979	57.602	6.431	44.847	35.615	52.366	46.091	58.272	76.546	59.288	52.66	57.623	53.946	9.44	48.319	32.167	47.015	51.824	57.493	54.194	2.967	47.572	29.702	49.296	56.859	61.136	58.233	0.743	40.738	18.213	49.975
49.00955	6.17	41.407	35.166	53.57	45.198	55.085	73.929	56.528	9.876	44.288	36.345	52.529	45.012	56.831	74.755	57.289	6.994	45.157	35.823	52.808	45.317	57.336	75.811	59.239	50.704	58.133	53.436	9.512	49.32	32.737	47.522	52.103	56.459	54.046	3.134	47.421	29.285	49.705	57.466	60.003	58.907	0.713	40.061	17.333	50.877
49.17624	6.847	41.075	34.838	53.097	45.258	54.612	73.541	58.646	10.714	44.74	36.081	52.352	45.334	57.309	74.891	57.372	7.013	44.787	34.77	52.434	45.867	58.009	77.324	58.794	51.053	56.768	53.52	10.415	48.98	32.409	47.38	51.76	56.704	53.867	3.124	47.675	29.846	49.365	58.172	60.149	58.659	0.802	41.042	17.706	50.535
49.34299	6.873	41.05	36.415	53.254	45.731	53.816	73.332	57.169	10.714	45.742	36.379	52.345	46.169	56.485	74.455	58.324	7.041	45.594	35.859	52.624	45.719	58.404	76.631	58.599	51.375	58.776	53.318	10.153	49.035	31.75	47.17	51.69	56.476	54.39	3.145	48.121	29.939	49.979	58.273	60.614	59.253	0.854	41.71	18.737	51.45
49.50957																																													
49.67628																																													
49.84293																																													
50.00961																																													
50.17636																																													
50.34309																																													
50.50965																																													
50.67643																																													
50.84309																																													
51.00987																																													
51.17654																																													
51.34311																																													
51.5098																																													
51.67658																																													
51.84328																																													
52.00983																																													
52.17658																																													
52.34318																																													
52.50986																																													
52.6766																																													
52.84324																																													
53.01003																																													
53.17672																																													
53.34345																																													
53.50996																																													
53.6767																																													
53.84336																																													
54.01002																																													
54.1767																																													
54.34346																																													
54.51011																																													
54.67673																																													
54.84346																																													
55.01014																																													
55.17685																																													
55.34349																																													
55.51014																																													
55.67688																																													
55.84357																																													
56.01031																																													
56.17687																																													
56.34367																																													
56.51033																																													
56.67696																																													
56.84366																																													
57.0103																																													
57.177																																													
57.34376																																													
57.51044																																													
57.67709																																													
57.84365																																													
58.01044																																													
58.17721																																													
58.34387																																													
58.51063																																													
58.67717																																													
58.84387																																													
59.01046																																													
59.17723																																													
59.34389																																													
59.51051																																													
59.67725																																													
59.84397																																													
60.0107																																													
60.17735																																													
60.34396																																													
60.51064																																													
60.67727																																													
60.844																																													
61.01075																																													
61.17733																																													
61.34405																																													
61.51078																																													
61.67749																																													
61.84411																																													
62.01089																																													
62.17744																																													
62.34413																																													
62.51084																																													
62.67755																																													
62.84423																																													
63.01091																																													
63.17757																																													
63.34419																																													
63.51088																																													
63.67765																																													
63.84432																																													
64.01102																																													
64.17767																																													
64.3444																																													
64.51099																																													
64.67772																																													
64.84435																																													
65.01104																																													
65.17773																																													
65.34444																																													
65.51117																																													
65.67779																																													
65.84451																																													
66.01116																																													
66.17786																																													
66.34449																																													
66.51117																																													
66.67788																																													
66.84455																																													
67.01118																																													
67.17797																																													
67.34461																																													
67.51133																																													
67.67804																																													
67.84458																																													
68.01128																																													
68.17805																																													
68.34473																																													
68.51138																																													
68.67802																																													
68.84477																																													
69.01145																																													
69.17809																																													
69.3448																																													
69.51153																																													
69.67814																																													
69.84485																																													
70.01157																																													
70.17827																																													
70.34492																																													
70.51163																																													
70.67833																																													
70.84497																																													
71.01158																																													
71.1784																																													
71.34496																																													
71.51169																																													
71.67844																																													
71.84509																																													
72.01185																																													
72.17844																																													
72.34507																																													
72.51173																																													
72.67839																																													
72.84513																																													
