	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
33.50786	0.656	48.16	33.824	7.526	29.056	5.212	34.296	28.812	0.732	42.821	33.901	40.733	28.936	4.086	35.655	28.292	0.745	47.453	34.983	47.318	28.126	3.619	35.867	27.844	31.799	47.403	44.046	32.587	1.114	34.038	34.396	28.228	30.635	48.676	39.187	39.69	12.324	34.255	30.313	29.794	32.834	50.669	51.194	44.037	1.85	11.122	8.477	33.091
33.67439	0.808	48.216	34.117	7.739	28.154	5.622	34.557	28.785	0.627	43.073	33.87	41.182	28.388	4.173	34.424	28.037	0.668	47.215	35.371	47.275	28.486	3.607	35.931	28.01	31.604	47.716	43.909	32.814	1.136	33.616	35.562	29.56	31.996	48.793	37.855	39.685	11.465	33.832	28.08	30.121	32.253	50.236	51.377	45.098	2.034	11.268	8.949	34.68
33.84115	0.704	48.09	33.87	7.989	27.91	5.486	35.152	28.573	0.718	43.241	34.658	40.122	27.85	4.425	35.666	28.245	0.758	47.931	35.51	47.635	28.077	3.956	35.715	28.347	31.647	47.589	44.53	33.213	1.292	34.306	37.709	29.184	30.777	49.573	39.612	40.146	12.103	34.749	29.875	29.227	32.621	50.012	50.829	44.585	1.898	11.451	8.939	32.457
34.00793	0.587	48.815	33.55	8.674	27.857	5.82	35.154	28.681	0.799	42.967	34.497	40.502	27.889	4.339	34.793	28.577	0.637	48.328	35.152	47.225	28.406	3.932	36.425	28.224	31.289	47.922	45.419	33.311	1.207	34.885	36.248	29.222	30.941	49.386	40.507	40.039	12.103	34.422	30.398	29.945	32.753	50.863	51.258	44.439	2.17	12.096	8.942	33.334
34.1745	0.636	48.368	34.248	8.989	27.901	5.838	34.72	29.017	0.813	43.81	35.23	41.534	28.876	4.421	34.846	28.204	0.721	48.046	35.823	47.814	28.262	3.984	36.513	28.207	31.765	47.996	44.354	33.656	1.191	34.845	30.672	29.627	31.964	48.846	40.247	40.619	13.587	33.831	35.433	28.732	33.064	51.811	52.368	44.474	2.154	13.582	10.035	31.961
34.34124	0.751	48.721	34.266	9.181	27.681	5.949	35.092	29.019	0.774	43.493	35.176	40.264	28.416	4.662	35.827	28.106	0.892	47.937	34.6	46.644	28.253	3.994	36.26	28.04	31.61	48.34	45.684	33.343	1.08	34.234	30.821	29.327	31.621	48.446	40.265	40.154	13.088	34.417	36.31	29.501	33.66	51.57	51.221	43.479	1.979	13.367	9.931	31.789
34.50804	0.706	49.258	34.618	9.597	28.153	6.003	35.671	29.203	0.791	43.703	34.142	40.466	28.604	4.393	35.569	28.226	0.787	48.381	34.052	47.505	28.118	4.34	35.616	28.647	32.129	48.234	45.378	33.472	1.1	35.142	31.528	30.679	32.363	50.052	40.244	40.002	13.897	33.645	35.796	29.754	33.53	50.819	51.698	44.657	2.257	13.533	10.931	32.56
34.67461	0.696	48.763	33.167	9.97	27.901	6.089	35.317	28.756	0.718	43.533	35.337	40.623	28.671	4.77	36.247	28.683	0.775	47.4	35.085	48.14	28.637	4.328	35.777	28.876	31.611	49.159	46.145	33.666	1.284	34.236	32.724	30.131	32.008	49.362	40.723	39.997	15.171	34.516	38.475	29.983	33.401	51.421	52.46	44.197	2.344	14.354	11.561	33.369
34.84137	0.758	48.91	34.448	10.804	27.085	6.57	35.242	29.038	0.78	44.327	34.81	40.288	27.628	4.831	35.526	28.996	0.706	48.451	34.622	48.254	27.885	4.292	37.283	29.351	31.212	47.723	45.647	33.752	1.28	33.902	31.584	29.056	31.61	49.056	40.193	40.469	14.584	33.859	35.558	29.908	34.521	51.599	53.026	44.441	2.243	14.832	12.039	30.776
35.00784	0.573	49.295	34.15	11.477	27.443	5.964	35.266	29.103	0.954	43.749	34.541	41.396	28.077	4.935	35.999	28.833	0.84	48.122	34.545	48.41	27.494	4.264	36.108	29.41	31.716	49.33	45.423	33.933	1.031	34.049	31.48	28.472	32.438	48.663	40.847	40.576	15.123	33.877	33.191	28.969	33.833	50.786	52.565	43.703	2.188	15.335	12.806	32.642
35.17463	0.715	49.243	34.25	11.832	27.198	6.618	36.008	29.338	0.744	44.28	34.092	41.516	27.794	5.17	36.128	28.905	0.751	48.646	34.48	48.226	28.048	4.337	36.492	29.126	32.165	49.047	45.373	33.804	1.108	34.079	33.253	29.701	31.987	48.961	40.546	40.372	16.31	34.647	31.68	28.526	34.51	50.505	52.958	44.138	2.297	16.551	14.477	32.163
35.34125	0.673	48.536	34.193	11.837	28.161	6.773	35.76	29.112	0.763	43.891	34.939	40.796	27.894	5.132	36.171	29.165	0.94	48.782	35.233	47.49	28.31	4.494	36.667	29.033	32.404	49.538	46.016	34.363	1.163	32.803	31.426	29.545	32.61	50.031	41.537	40.072	16.161	33.921	32.041	29.076	34.65	51.446	53.064	44.232	2.385	14.922	14.488	31.266
35.50805	0.628	49.575	33.862	12.363	27.611	6.565	36.458	28.851	0.784	43.902	34.606	41.295	28.049	5.439	36.257	29.481	0.86	47.982	35.157	49.075	28.721	4.929	36.075	28.994	32.295	49.704	46.67	34.384	1.15	33.952	31.546	30.504	33.307	49.327	41.679	40.248	16.909	34.037	32.193	29.488	34.8	51.258	52.585	44.758	2.275	16.668	14.753	31.742
35.6747	0.738	49.471	33.903	12.836	27.549	6.838	36.146	29.66	0.795	44.665	34.23	41.344	28.152	5.454	36.3	29.358	0.844	49.426	34.621	48.038	27.891	4.752	37.15	29.227	32.404	50.054	45.823	34.331	1.228	33.48	32.941	28.868	32.965	49.838	41.247	41.233	17.482	34.565	33.073	29.559	34.875	51.704	53.515	44.619	2.32	16.534	15.358	32.749
35.84147	0.718	49.353	34.1	13.704	27.561	7.04	36.083	29.541	0.682	44.294	34.36	41.335	27.096	5.27	36.621	29.398	0.82	48.789	34.845	48.917	27.865	4.76	37.437	29.071	32.433	49.545	46.546	34.201	1.143	33.994	31.461	29.389	32.899	49.845	41.686	41.221	18.537	33.918	32.141	29.179	34.971	52.226	53.069	44.441	2.493	17.62	15.127	31.111
36.00803	0.815	49.547	34.132	14.026	28.076	6.943	36.823	30.12	0.94	44.551	34.585	40.659	27.836	5.528	36.814	29.398	0.723	49.079	33.589	48.917	28.347	4.663	38.177	29.361	32.466	50.543	45.548	34.78	1.208	32.835	31.912	28.456	32.931	49.201	41.847	41.737	19.213	33.757	32.849	29.404	35.004	52.033	53.681	45.117	2.461	18.071	17.219	30.918
36.17479	0.747	49.758	33.993	14.857	28.164	7.261	36.104	29.21	0.969	44.377	35.057	41.451	27.794	5.685	36.128	29.356	0.751	49.322	34.673	48.226	28.048	5.045	37.683	28.675	33.291	50.013	46.918	35.252	1.14	34.369	32.094	29.412	33.371	50.473	42.992	41.338	19.979	34.132	33.514	28.88	35.347	51.889	53.054	45.039	2.49	18.965	17.535	29.878
36.3413	0.64	49.618	34.766	15.61	27.462	7.25	36.137	29.89	0.864	45.012	34.735	42.219	27.508	5.77	37.542	30.163	0.9	49.277	34.254	49.212	28.019	5.0	37.456	29.45	32.903	49.582	46.748	35.251	1.034	34.078	31.806	29.189	33.756	50.138	42.117	42.136	19.958	33.584	33.546	29.751	35.861	52.809	54.038	46.028	2.48	18.653	18.254	31.168
36.50799	0.757	50.187	34.539	16.389	27.868	7.273	36.941	30.074	0.881	45.319	35.283	42.68	27.437	6.276	36.257	29.513	0.924	49.656	34.706	49.236	27.659	5.186	37.749	28.898	32.939	50.863	47.121	35.479	1.214	34.016	31.642	28.862	33.694	51.195	42.742	42.406	20.387	34.23	32.773	28.554	36.217	51.773	54.098	45.917	2.597	20.082	19.842	30.164
36.67469	0.801	49.104	34.67	17.09	27.655	7.346	35.847	30.308	0.864	45.012	34.639	41.993	27.412	5.867	36.642	30.035	0.9	49.406	35.315	49.083	28.565	5.354	36.845	29.611	33.868	51.029	46.555	35.411	1.227	33.435	31.131	28.9	34.303	50.267	42.213	41.461	21.469	33.295	32.775	29.719	36.375	52.038	54.199	44.516	2.641	20.84	20.923	30.493
36.84143	0.678	50.275	34.299	17.775	27.681	7.7	36.886	30.94	0.714	44.903	34.233	41.413	27.818	5.932	36.747	29.283	0.901	49.736	34.552	49.158	27.908	5.481	36.98	29.05	33.487	50.04	47.247	35.739	1.168	33.283	31.916	27.538	33.539	50.532	43.362	42.162	22.083	34.427	33.108	29.834	36.479	52.881	54.364	46.206	2.614	20.97	22.146	29.646
37.00815	0.74	50.34	34.294	19.605	27.535	8.058	35.858	29.706	0.867	44.832	34.36	41.781	28.419	6.289	37.296	30.623	0.904	48.906	34.715	49.323	28.221	5.326	37.982	29.428	33.686	50.176	47.083	35.744	1.326	33.96	30.883	28.33	34.893	50.25	42.805	42.728	21.219	33.981	33.203	29.343	36.74	52.825	54.793	46.041	2.773	20.848	23.633	29.731
37.1748	0.813	50.079	33.805	20.615	27.024	8.029	36.105	30.477	0.912	45.315	34.768	41.534	27.355	6.389	36.801	30.587	0.812	49.605	34.767	49.798	28.538	5.393	37.613	30.065	33.767	50.006	46.858	35.729	1.174	32.534	30.267	27.942	34.814	50.466	42.489	42.958	22.998	33.229	32.937	29.661	37.144	52.59	54.491	46.427	2.845	22.656	24.699	30.917
37.34152	0.781	49.694	34.255	21.578	26.767	7.772	36.715	30.541	0.912	45.636	35.378	42.433	27.516	6.389	37.315	29.88	1.069	50.344	35.345	50.28	28.442	5.779	38.094	30.226	33.767	50.199	48.431	35.858	1.367	33.658	30.331	27.685	34.075	51.14	43.838	42.477	23.672	33.903	31.748	29.019	37.529	53.265	55.069	46.234	3.038	22.206	25.277	29.697
37.50822	0.92	50.476	34.768	22.405	27.339	8.298	36.555	30.955	1.049	45.742	35.282	42.342	28.026	6.401	37.702	29.845	0.888	49.939	35.442	49.521	27.668	5.599	37.936	30.449	33.994	50.63	47.992	35.763	1.217	33.145	31.357	27.778	34.559	51.347	43.331	43.062	23.793	33.294	32.968	29.69	37.853	53.793	54.184	46.179	3.113	22.777	27.038	29.339
37.67483	0.837	50.791	34.294	23.272	27.728	8.508	36.758	30.993	0.867	45.636	35.615	42.295	28.258	6.385	37.393	30.141	0.84	49.871	35.391	50.449	27.61	5.841	38.271	29.91	34.33	51.366	46.987	36.291	1.23	34.378	30.819	26.529	35.118	52.759	42.998	43.146	25.208	33.402	32.045	29.761	38.252	53.886	54.6	46.813	3.062	24.547	27.75	30.213
37.84148	0.795	50.554	33.974	25.241	27.444	8.656	37.369	30.322	1.052	46.367	35.903	43.062	27.682	6.598	36.845	30.658	0.989	50.115	35.743	50.789	28.095	6.021	38.847	30.684	34.295	50.998	47.717	36.385	1.123	33.734	30.5	27.82	35.341	51.362	44.92	43.107	25.794	32.919	32.079	29.925	37.832	54.097	54.682	47.029	3.148	25.003	29.715	30.281
38.00817	0.823	51.086	34.96	27.739	27.211	8.813	37.005	31.63	0.953	45.742	36.085	42.278	27.384	7.173	37.252	31.034	1.017	50.325	34.575	49.36	27.347	6.209	38.45	30.899	34.669	50.726	47.67	36.47	1.377	33.337	30.2	27.457	35.812	50.897	43.974	43.961	25.978	34.579	31.008	29.786	38.495	54.275	54.249	47.24	3.145	26.023	30.734	29.243
38.17487	0.695	50.54	34.446	28.768	26.825	8.588	37.262	30.891	0.953	46.128	36.471	43.724	27.352	6.883	37.541	31.227	0.985	50.486	36.117	50.1	27.668	6.37	38.322	30.867	35.279	51.369	48.185	36.342	1.217	33.755	30.907	27.489	35.619	52.022	44.585	43.833	27.585	34.579	32.004	28.951	38.784	53.825	54.956	47.207	3.241	26.826	30.67	30.368
38.3416	0.815	50.673	34.743	30.024	26.788	9.036	37.531	30.732	0.875	45.968	36.194	43.459	27.514	7.202	37.684	30.653	0.948	50.206	35.07	49.915	28.637	6.433	39.272	30.069	35.041	51.798	47.801	36.261	1.208	33.511	30.27	27.426	36.665	52.323	43.038	44.505	28.999	33.178	31.69	28.632	39.253	55.252	55.419	47.95	3.427	28.404	32.606	30.145
38.50832	0.901	51.08	34.584	30.51	26.634	9.023	37.756	31.25	1.028	46.634	35.904	42.907	27.261	7.189	38.39	31.685	1.001	50.257	35.584	49.806	28.414	6.42	38.689	31.133	34.651	51.527	47.662	36.516	1.326	32.995	29.757	27.558	36.051	52.116	43.77	44.111	29.454	33.209	30.984	29.182	39.217	54.787	54.439	47.585	3.448	28.375	31.932	28.637
38.67506	0.74	51.305	34.905	30.381	27.889	9.473	37.112	31.636	0.932	47.084	36.129	43.679	27.775	7.511	37.586	31.975	1.033	50.675	35.101	49.677	28.093	6.42	39.172	31.294	34.909	51.752	48.82	36.967	1.133	32.32	28.792	27.816	36.308	51.537	44.414	44.175	31.577	33.627	30.759	28.764	39.41	54.915	55.243	48.518	3.416	31.978	36.532	28.315
38.84166	0.843	51.431	35.151	30.304	27.069	9.836	37.295	31.623	0.937	46.211	35.443	42.9	26.314	7.391	38.091	32.156	1.041	49.997	35.349	50.318	27.919	6.59	39.453	31.057	35.737	51.461	48.624	36.539	1.14	33.886	28.715	27.545	36.557	52.726	44.794	44.137	32.305	33.617	30.811	29.877	39.852	55.526	55.854	47.968	3.552	32.385	36.715	29.202
39.00835	0.96	51.745	35.407	30.943	27.798	9.509	37.393	31.714	1.05	46.488	35.831	44.458	27.594	7.609	37.901	32.314	1.033	50.41	36.286	50.763	27.688	6.843	39.266	31.892	35.583	51.102	49.097	36.898	1.257	33.663	28.741	29.084	36.789	52.82	44.07	44.604	33.944	33.233	30.259	29.453	40.44	55.492	55.982	47.506	3.864	33.672	37.847	29.065
39.17492	0.811	51.045	35.602	31.109	27.102	9.675	38.099	31.623	1.066	46.308	35.765	43.897	27.601	7.873	38.992	32.478	1.041	50.609	35.928	50.125	28.016	6.912	39.26	32.054	35.351	51.493	48.914	36.925	1.301	33.789	30.26	28.414	37.008	52.501	45.309	44.781	34.783	33.36	30.585	27.238	40.85	55.494	56.466	48.257	3.938	33.157	36.168	29.235
39.34164	0.843	51.656	35.827	30.497	27.777	10.19	37.939	31.977	1.066	46.823	36.087	44.637	27.891	8.26	37.833	33.186	1.009	50.48	36.024	50.093	27.662	6.912	39.26	32.312	35.544	52.04	49.428	37.312	1.333	32.438	29.294	28.639	37.683	53.37	44.473	44.685	36.102	32.652	30.135	28.719	41.268	55.88	55.307	48.644	3.81	32.835	34.784	29.878
39.50826	0.831	51.422	35.375	31.362	27.347	10.411	38.714	31.488	0.986	47.23	36.314	43.298	27.884	8.19	38.577	33.925	0.936	50.571	35.77	51.053	27.978	7.165	40.459	32.569	35.906	52.52	50.225	37.543	1.257	32.696	29.74	29.439	37.852	53.239	46.519	44.991	36.555	32.524	31.612	28.293	41.374	55.749	55.144	49.278	3.832	32.706	33.142	30.128
39.67503	0.955	51.647	35.871	31.349	27.605	10.424	37.562	31.318	1.02	47.267	36.578	44.219	27.747	8.141	39.031	33.198	1.021	50.822	35.679	50.404	28.256	6.985	39.394	33.063	35.774	52.638	49.645	37.993	1.22	33.059	28.86	28.495	37.881	54.127	45.627	44.81	36.273	33.562	30.536	28.478	41.143	56.058	56.193	49.022	4.113	33.843	32.865	28.77
39.84171	0.888	51.247	35.571	31.017	27.404	10.355	38.258	32.69	1.145	46.674	36.375	44.206	28.026	8.362	38.216	33.509	0.985	50.293	35.25	50.678	28.728	7.206	40.378	33.373	36.211	52.622	50.402	37.627	1.409	33.016	29.043	29.16	38.383	53.854	45.517	45.504	36.165	32.587	30.333	29.336	42.287	56.46	57.012	49.329	4.109	33.35	33.144	28.954
40.00842	0.817	51.732	35.968	31.126	27.29	10.796	38.332	33.088	1.108	46.839	36.288	44.887	27.814	8.642	38.483	33.873	1.073	51.194	35.741	50.584	27.584	7.55	39.68	33.127	36.123	52.719	49.313	37.283	1.306	33.476	28.992	29.397	38.326	53.501	45.072	45.348	36.625	33.914	29.285	27.872	41.748	56.589	56.242	48.625	4.23	33.842	33.219	28.678
40.17499	0.817	52.021	35.357	31.64	26.904	10.956	38.428	33.377	1.043	47.32	35.678	43.987	27.333	8.963	39.318	34.708	1.009	50.68	35.998	50.584	27.552	7.646	40.194	33.994	35.93	53.008	50.405	37.957	1.306	33.508	28.831	29.14	38.134	53.822	44.718	45.477	37.011	32.115	30.056	28.257	42.519	56.974	56.049	48.882	4.166	34.774	33.123	28.935
40.34176	1.032	51.688	36.289	32.573	26.75	11.584	39.198	33.283	1.099	47.278	36.063	45.586	27.625	9.11	39.091	34.483	1.061	51.309	35.804	50.635	28.133	7.664	40.35	33.384	37.21	52.929	50.04	37.761	1.393	31.838	29.156	29.913	38.483	54.127	44.389	45.629	36.689	33.817	30.572	28.582	42.674	55.995	56.74	49.769	4.315	33.906	33.38	29.421
40.50845	0.878	52.391	36.246	31.084	27.923	11.594	39.22	33.496	0.944	47.467	35.988	44.263	27.259	8.862	39.403	35.083	1.069	50.858	35.987	51.275	27.639	7.641	40.182	34.304	36.657	53.378	51.354	38.427	1.367	32.887	29.111	30.03	38.892	54.288	45.861	45.913	36.903	32.875	30.496	28.023	42.25	56.701	56.611	49.542	4.419	34.602	32.984	27.963
40.67514	0.952	51.954	36.535	32.142	27.05	12.123	39.576	33.333	1.017	46.931	36.567	43.852	27.962	9.133	39.437	35.308	0.985	51.868	36.214	50.967	27.154	7.559	41.407	34.562	36.918	53.618	50.82	38.013	1.409	33.402	28.433	30.252	38.576	53.757	45.195	46.532	37.001	33.647	30.14	27.569	42.545	57.167	56.563	49.875	4.462	34.121	32.566	28.375
40.84188	0.913	52.31	36.225	32.154	27.997	12.209	38.396	34.405	1.043	47.802	36.063	44.18	27.718	9.477	39.639	35.8	0.912	51.034	35.549	50.455	28.13	8.385	40.868	35.118	36.99	52.398	51.272	38.439	1.403	33.091	28.639	30.104	39.001	54.304	45.265	45.991	36.69	32.854	29.671	28.932	42.519	56.974	55.92	49.556	4.648	33.939	32.802	28.582
41.00853	0.965	52.785	36.61	31.7	27.342	12.561	39.203	34.467	1.125	47.502	35.968	44.29	27.872	9.344	39.998	35.384	1.129	51.158	36.098	50.964	26.999	8.221	40.459	35.443	37.418	54.615	51.362	38.35	1.423	33.574	28.696	30.872	39.557	54.689	46.537	46.073	37.078	33.595	29.311	27.156	43.463	56.62	57.463	50.094	4.767	34.068	33.54	28.412
41.17516	0.94	52.525	36.632	32.428	26.941	12.99	39.934	34.777	1.13	47.852	36.956	44.605	26.732	9.611	39.732	35.567	1.041	51.092	36.732	51.38	27.919	8.392	40.933	35.466	36.895	54.39	51.295	38.245	1.333	32.599	28.683	31.053	39.872	54.914	45.502	46.229	36.714	33.649	30.425	27.753	43.296	56.556	56.626	49.834	4.968	34.895	32.725	28.173
41.34179	0.901	53.01	36.578	32.408	26.28	12.786	39.686	35.207	1.157	48.467	36.161	44.965	27.518	9.956	40.77	35.867	1.097	51.351	36.677	51.253	27.835	8.318	41.456	35.25	37.321	53.457	51.651	38.897	1.133	33.767	28.567	30.84	39.3	54.882	46.118	46.942	37.464	32.534	29.44	28.667	44.01	57.521	57.077	50.32	4.735	34.454	33.347	28.701
41.50848	1.006	52.68	36.407	32.818	26.896	13.617	40.151	35.005	1.233	47.724	36.341	44.36	26.745	9.922	40.366	36.496	1.165	51.179	37.015	50.665	27.254	8.637	41.627	35.589	36.946	54.02	52.413	37.881	1.367	34.846	28.501	31.475	39.374	54.769	45.957	46.17	36.101	33.229	29.821	28.055	43.47	57.343	56.964	49.831	4.901	34.313	34.622	29.055
41.67519	0.94	52.751	36.728	32.3	26.941	13.408	39.644	36.032	1.259	47.917	37.632	45.217	26.99	9.965	41.084	36.693	1.138	51.8	36.99	51.863	27.63	8.778	41.77	36.109	38.118	54.679	52.421	38.728	1.397	34.465	29.166	32.051	40.387	55.075	46.146	46.519	37.003	33.553	30.231	28.043	44.39	57.65	58.686	50.832	5.033	34.67	33.175	28.623
41.84188	1.026	52.577	36.728	31.98	27.044	13.746	39.996	35.743	1.025	48.195	36.826	44.438	27.412	10.144	40.565	36.724	1.125	51.528	36.762	51.849	26.636	8.699	41.701	36.461	37.213	54.631	51.99	39.013	1.42	33.37	28.268	31.537	39.931	55.445	47.262	46.477	35.812	32.909	29.784	28.015	44.287	58.309	57.511	50.112	5.246	34.09	32.886	27.952
42.00861	0.992	52.937	36.406	33.102	27.121	14.44	40.583	36.548	0.986	48.39	37.313	45.36	28.077	10.413	40.447	36.922	1.162	51.989	37.059	51.891	28.107	9.421	41.715	36.823	38.0	55.131	53.48	39.187	1.321	34.178	28.193	32.21	40.463	57.171	47.035	46.409	37.36	32.459	29.969	29.13	44.855	58.263	57.4	50.793	5.25	35.703	32.014	28.517
42.17524	0.982	53.118	37.179	32.523	26.902	15.002	40.484	36.129	1.139	48.185	37.601	44.966	27.211	10.688	41.345	37.436	1.021	52.136	36.574	52.038	26.886	9.566	42.773	36.788	37.995	54.792	52.886	38.796	1.44	32.921	28.808	32.565	40.779	55.639	46.703	46.754	36.618	33.296	28.973	28.908	44.558	57.538	57.898	50.877	5.56	34.059	33.69	28.94
42.34186	0.975	53.087	36.836	32.921	27.303	15.731	40.364	36.526	1.165	48.607	37.74	45.713	27.192	10.871	41.224	38.282	1.109	51.429	37.227	51.782	27.929	9.717	42.072	37.602	38.067	54.985	52.243	39.029	1.401	34.283	28.306	32.383	40.464	55.671	46.643	46.823	37.562	32.791	30.821	28.825	44.789	57.022	57.415	50.75	5.552	34.133	33.218	27.86
42.50866	1.126	53.235	36.932	33.116	27.953	16.325	40.329	37.105	1.06	48.499	37.319	44.901	27.679	10.889	41.381	38.151	1.29	52.026	36.999	52.604	27.9	9.572	42.743	37.534	38.415	54.743	52.97	39.025	1.519	33.896	27.281	33.702	41.101	55.911	48.048	47.135	37.142	33.82	29.407	28.957	45.233	58.003	58.846	51.928	5.732	34.68	31.707	27.865
42.67521	0.965	53.621	37.221	33.695	27.342	17.0	40.94	37.201	1.221	48.757	37.705	46.059	27.389	11.468	41.092	38.086	1.129	52.219	37.385	52.829	27.417	9.637	42.839	37.63	38.19	55.708	53.646	39.476	1.391	35.311	27.892	33.381	40.683	55.847	47.695	47.36	36.499	32.952	28.764	29.375	44.654	58.389	58.975	51.285	5.604	33.972	31.803	28.444
42.84194	1.059	53.478	36.825	34.07	27.076	17.219	41.282	37.576	0.961	48.678	37.726	45.435	27.251	11.977	41.595	38.428	1.19	52.139	37.245	53.232	27.986	9.631	42.73	38.198	38.467	55.596	52.955	39.271	1.484	35.236	28.108	33.595	40.413	56.474	47.005	46.96	37.71	34.066	28.915	29.43	45.155	58.823	58.476	50.659	5.985	34.379	32.211	28.724
43.00867	1.124	53.791	37.69	33.461	27.769	17.516	40.919	38.376	1.225	48.419	38.073	46.054	26.814	12.026	41.582	38.356	1.089	51.871	37.462	53.38	27.096	10.387	43.259	38.7	38.578	55.064	52.946	39.001	1.293	35.582	28.023	33.883	40.974	55.844	47.553	47.476	37.255	33.517	29.503	29.824	45.486	58.418	58.424	51.103	6.076	34.056	31.605	28.449
43.17541	1.147	53.777	37.48	34.66	27.394	17.424	41.172	38.781	1.27	49.198	38.192	44.851	26.673	12.368	42.452	38.542	1.25	52.603	37.326	52.987	26.67	10.087	43.398	38.636	38.781	56.644	52.869	39.001	1.443	35.96	28.013	33.735	41.049	56.847	47.555	48.121	36.532	33.984	29.466	29.723	45.602	58.424	59.268	51.439	6.047	34.327	32.187	28.467
43.34211	1.026	53.478	37.468	33.781	26.754	18.731	41.604	38.798	1.218	49.385	37.984	45.885	26.672	12.652	42.238	39.683	1.093	52.139	37.566	54.196	27.6	10.178	43.277	38.937	38.885	55.789	53.276	39.174	1.323	35.686	27.85	34.431	41.282	56.956	47.487	47.892	36.166	33.52	28.465	30.202	45.766	58.952	58.54	50.948	6.307	34.926	30.989	28.499
43.50868	0.972	54.263	37.629	34.037	26.168	19.877	41.768	39.058	1.162	48.882	38.243	45.313	26.636	12.701	41.599	39.493	1.041	52.669	37.891	53.762	27.147	10.838	43.991	39.231	39.02	55.806	53.677	39.918	1.333	35.559	27.396	34.464	41.224	56.588	47.594	47.871	36.682	33.167	29.459	30.424	46.096	59.002	59.652	51.862	6.545	34.283	31.727	29.685
43.67535	1.102	54.415	37.916	34.52	27.378	19.783	41.918	38.73	1.201	49.201	38.461	45.709	27.227	12.844	42.357	40.061	1.198	52.399	37.753	54.165	27.35	10.628	43.811	39.86	38.584	56.236	53.955	39.519	1.463	36.516	26.959	35.072	40.98	56.953	47.756	47.551	36.679	33.518	28.505	30.913	45.718	58.949	60.015	51.79	6.506	34.667	30.929	29.055
43.84208	1.082	54.389	37.899	34.853	26.717	20.71	42.428	39.78	1.077	49.263	37.967	45.624	26.963	13.786	41.969	40.25	1.25	52.731	37.841	54.083	27.443	11.182	43.752	39.57	39.038	55.871	54.157	39.195	1.54	35.67	27.529	35.41	41.823	57.234	47.393	47.541	37.402	33.887	29.788	31.817	46.053	59.165	60.878	52.019	6.691	34.327	30.286	29.175
44.00866	1.069	54.424	37.919	34.745	26.748	20.746	41.929	39.862	1.291	49.526	38.855	45.699	27.119	14.471	42.822	39.107	1.202	52.862	38.599	53.955	27.147	11.256	44.216	40.164	38.891	56.288	53.966	39.918	1.526	36.718	27.203	35.591	41.706	56.684	48.206	48.707	36.875	34.776	27.786	31.197	46.611	59.549	59.941	51.765	6.77	34.573	31.759	29.041
44.17533	1.158	53.879	38.026	36.879	26.248	21.343	42.034	40.225	1.285	49.496	38.51	46.348	26.682	13.944	42.861	40.66	1.129	52.734	38.221	53.633	27.514	11.052	44.158	40.107	39.251	55.708	54.514	39.476	1.519	36.759	27.988	36.018	41.841	57.262	48.563	47.939	37.624	34.624	29.633	31.981	45.908	59.354	59.94	52.025	6.955	34.294	31.321	29.409
44.34218	1.06	54.242	38.222	36.916	27.71	22.407	42.336	39.75	1.279	49.597	39.13	45.825	26.798	14.931	43.07	40.705	1.166	53.552	37.554	54.42	26.698	11.779	44.597	40.509	39.367	56.63	53.14	39.972	1.55	36.672	28.492	35.928	41.797	56.349	49.048	48.034	36.404	34.372	28.173	31.945	46.287	60.182	60.51	52.129	6.898	33.683	29.8	29.719
44.5089	1.286	54.435	38.48	38.592	26.453	22.407	42.658	39.943	1.408	49.694	38.839	46.276	26.572	15.608	43.392	40.157	1.166	52.585	38.553	55.001	27.891	11.618	44.887	40.799	39.496	56.243	53.882	39.618	1.421	36.994	27.074	37.153	41.862	56.897	48.951	48.131	37.081	34.211	29.205	31.88	46.867	60.987	60.897	52.452	7.156	34.392	30.316	29.848
44.67549	1.126	54.522	38.283	38.745	26.57	21.729	42.645	40.354	1.125	49.593	38.928	46.574	26.489	15.874	43.376	40.081	1.033	52.541	39.218	54.759	26.549	12.146	44.673	40.719	39.348	56.448	52.777	40.151	1.616	37.113	27.216	36.597	41.97	57.552	48.724	48.421	37.56	34.528	29.214	32.238	46.487	60.255	60.197	52.604	7.115	34.937	31.835	30.438
