strain,"1,2-propanediol","2,3-butanediol",HMDA,M9,NaCl,adipate,butanol,coumarate,glutarate,hexanoate,isobutyrate,octanoate,putrescine,evolved_compound
HEXA8-5,0.36265899097125504,0.2019237766644126,0.05527510751965565,0.8264920887954521,0.12821757301125997,0.20598959250909038,0.0,0.7164276774080091,0.19490439578511168,0.5927492554977883,0.11165787279499673,0.24531987632377175,0.06206527976351237,hexanoate
HMDA1-10,0.4075650287681933,0.20907660951615495,0.5046897626561914,0.7286216352346999,0.381407794277891,0.38230259273699413,0.0,0.13827931095327467,0.29425366073250375,0.37990774957220363,0.3221383461885925,0.41066521616602086,0.417514653500134,HMDA
HMDA2-1,0.3752411127643382,0.18257270762625968,0.49860762145205584,0.7394321542924344,0.28732682122971126,0.23476901571186096,0.0,0.0,0.1892051577234222,0.44691840883259154,0.41262192825830546,0.509349236382281,0.361322338614329,HMDA
HMDA2-8,0.4007613272745076,0.18936499540537613,0.5234888416558549,0.7321773784553622,0.31385022043038785,0.24646496710709842,0.0,0.1128583440346152,0.2045532763662011,0.46117104984283075,0.4197021571917496,0.48758168233123594,0.3723757966243513,HMDA
HMDA3-4,0.41921479034411124,0.0,0.5684657274667105,0.9037719773781349,0.3721980310797897,0.44990659729378085,0.0,0.6658337044051246,0.521390860679289,0.6198821916689699,0.5769542868713874,0.42584209374177734,0.475199844623766,HMDA
HMDA3-5,0.4479655956182616,0.2521319386356497,0.5834741481055586,0.8299476114706694,0.3988000475151246,0.4138416787026342,0.0,0.6079942506416282,0.4822628820644211,0.5280775765187191,0.5233251885580413,0.5272218317999613,0.49990849803111265,HMDA
HMDA3-6,0.422502371566642,0.06748002607934907,0.5550040674852701,0.8350547601632335,0.36149642586911696,0.44703584386088063,0.0,0.6787057950305592,0.5168908655094423,0.6126797245312465,0.5755687620684783,0.4313091544345978,0.44872706937540335,HMDA
HMDA5-10,0.40832557702609873,0.2304339384761934,0.4966648472040987,0.817574620911245,0.26623658898503916,0.24806873746076827,0.0,0.5314361327006812,0.33107141781237764,0.4426419538934789,0.4754116825254169,0.14453511330132598,0.4088230189046296,HMDA
HMDA5-4,0.46107122419585184,0.2566421406550949,0.5385311796568748,0.8308364615515128,0.3907928856416443,0.42536254635386633,0.553551534647791,0.6028188958716384,0.4600426690887594,0.5485119567461149,0.416939535390054,0.7048476916922619,0.4753528766859825,HMDA
HMDA5-5,0.43876706143659266,0.2620742245671825,0.6101864967104825,0.8815795727439694,0.40022831419947785,0.43693713224550895,0.19373227976388344,0.5922309318085662,0.4939268999901499,0.5982847954996272,0.266440050036237,0.7235930240198781,0.49472088756255567,HMDA
HMDA7-1,0.4108477910849205,0.16118295321687134,0.5143491644644943,0.8038546612261642,0.3391303047165666,0.37977295561590907,0.0,0.6466638113560835,0.41865393418272373,0.47369488181273994,0.0,0.5485388512360041,0.3882392469320468,HMDA
HMDA7-10,0.39318849574474957,0.0,0.5001889818037043,0.7734294356370263,0.34358266233507057,0.36817673999638373,0.0,0.6376692104386662,0.4034738458470651,0.42578081013391444,0.0,0.5389135060029323,0.3985707893771959,HMDA
HMDA7-7,0.4177224889135167,0.18972364337954195,0.4888523451028545,0.7327667220212336,0.3310432418645757,0.35528764191659223,0.0,0.5887406240327006,0.37653775668159195,0.4849799511286055,0.0,0.5713927296494773,0.3683842665147871,HMDA
HMDA8-10,0.3875481545570523,0.1232628938696849,0.6266588097093719,0.7375440749840463,0.17705523366699266,0.3206302736587537,0.0,0.2678969437314968,0.33453016329956614,0.5676003099875686,0.4332901886582415,0.5512632184662343,0.21610571740762968,HMDA
HMDA8-5,0.43932573785727574,0.2283991222704057,0.6457930682811219,0.7344840368867209,0.3347244307677155,0.324470066937025,0.0,0.4939374672576684,0.335356757783941,0.5809998342718324,0.4376523067310605,0.5478920025270158,0.41934599473253903,HMDA
HMDA8-9,0.3767342617396879,0.10968931362896706,0.5799482222947188,0.7190053356021192,0.31805948385362454,0.3184981001309242,0.0,0.5272730088649291,0.30194724180552873,0.4935432646933995,0.4258699176076875,0.5549427894463431,0.386053023899699,HMDA
IBUA1-7,0.3161349128682553,0.047377513157066564,0.19342234992473473,0.7997325962895986,0.03148261841675207,0.1581349640078639,0.0,0.45080196919416526,0.2190331252530425,0.41790786870373103,0.6764909022216239,0.33487004453080305,0.0,isobutyrate
IBUA1-9,0.4055956041966822,0.19578994618989018,0.19197027006139025,0.8873733619545687,0.06904459412677007,0.17359322442377456,0.0,0.0,0.22321337389823212,0.4306081911737109,0.6742378751006852,0.4428099160020369,0.0299576949690579,isobutyrate
IBUA2-1,0.37323277792323756,0.042323426948432136,0.3246108992821136,0.8527628815887563,0.0,0.2594186562089143,0.0,0.4614984255517311,0.30319785201930777,0.6066437171890118,0.4034925790761233,0.2851637533025958,0.0,isobutyrate
IBUA2-6,0.41901230259521266,0.03991294281326043,0.2387175470479631,0.9362351209408969,0.0,0.22508803903648125,0.0,0.43858638403612676,0.2959425675235375,0.6494369203841038,0.812984879226352,0.228877194761093,0.0,isobutyrate
IBUA2-9,0.38782088794028774,0.0,0.33195558085459376,0.8775986107035224,0.0,0.27113263648806957,0.0,0.4785586242090651,0.29320743863839427,0.59621468452159,0.6089477416859478,0.30536853159347527,0.1277286469084025,isobutyrate
IBUA3-10,0.34768104682929407,0.041187113020504366,0.36667255023310297,0.9345148255207752,0.06461543015662617,0.25067984281791866,0.0,0.5119160722328314,0.22438568943037776,0.5777965385754078,,0.27759539552553153,0.2991617311418944,isobutyrate
IBUA4-1,0.3733125304699007,0.043786893510508705,0.2725307707058622,0.9816601425370278,0.1596806678548339,0.23038941264361015,0.0,0.49381796375354003,0.2301115036527214,0.5849392509298753,0.43598159491492217,0.1475511429940214,0.32089043451152416,isobutyrate
IBUA4-8,0.34547318569369295,0.19361690584064276,0.20178661417559662,0.8409802268182855,0.119095821888493,0.1813831826339913,0.0,0.4936353606493314,0.17764565034219204,0.5060084431061648,0.5021571582077063,0.19653771751875776,0.19643768791177954,isobutyrate
IBUA4-9,0.3304004266342823,0.1861216059809759,0.1514775771336724,0.9650062079736067,0.0,0.0,0.0,0.39587281345668784,0.0950963132724491,0.47088569431118776,0.5749541066586387,0.3468018073235246,0.053404419153047895,isobutyrate
IBUA5-2,0.34336155976999244,0.15262664510507074,0.0,0.9297430657047782,0.0,0.0,0.0,0.5359418551186311,0.0,0.5417830535070175,0.5575460516248244,0.4188984740907671,0.0,isobutyrate
IBUA5-6,0.3396177843293013,0.1536018343074153,0.0,0.9730342849051442,0.0,0.0,0.0,0.5084952604804811,0.0,0.5431444605358386,0.5110633466125517,0.5653002633294949,0.0,isobutyrate
IBUA6-7,0.36741014847853526,0.14963682757241822,0.06111818874299313,1.0041838554724858,0.08466329932001947,0.0,0.5708858543327539,0.5179766444422271,0.0,0.5907762130248163,0.5862359892953378,0.25247844563908095,0.16734632249484407,isobutyrate
IBUA6-9,0.3558997692235561,0.0,0.24655144947469668,0.9266294700091132,0.0,0.12556666796899382,0.0,0.5112861616976362,0.22134983450812398,0.4901206277763284,0.5671329341928123,0.33305913256040987,0.23704081744726035,isobutyrate
IBUA7-6,0.358765485023741,0.15488192626440597,0.321610132553799,0.9677175616379857,0.16546898334994745,0.2530955772208632,0.0,0.5499504850338758,0.24871381625708533,0.5203449312684799,0.5840278053440597,0.33888958978952594,0.32842453048540304,isobutyrate
IBUA7-7,0.32212681241234575,0.1847876499474833,0.28059876485037893,0.9217205215754761,0.06312432312887427,0.24119261870215927,0.0,0.5341598292722847,0.2327281563438449,0.5512592980856034,,0.39190218064181886,0.2742184721839459,isobutyrate
IBUA7-9,0.35678014023969623,0.15325883057185005,0.3206921434869348,0.9207759762640483,0.15500312879927097,0.2634331265430839,0.0,0.5500560989224338,0.23998954220148558,0.54125816523202,0.5036892909697666,0.288802474912862,0.33416627622303424,isobutyrate
IBUA8-10,0.42560473538432514,0.09025640065838231,0.27178385870151617,1.0196224067821111,0.17546950359751312,0.20634176689094738,0.0,0.6116738240417156,0.21228071006414292,0.6034976347513935,0.6230820967699916,0.47368221111168324,0.2572541838714795,isobutyrate
IBUA8-3,0.4802455753017049,0.23516593675812883,0.27097980097483765,1.0843909449997222,0.24791407810043975,0.22977967442460243,0.6656082918427763,0.6156421700657172,0.27775322105394273,0.2113564493269221,0.5931436709547904,0.31129727458449985,0.3009768015413477,isobutyrate
IBUA8-4,0.4705283917829095,0.22593937749585136,0.2752107858510931,1.0847487181024855,0.23762598284324024,0.23898269224945576,0.5886341966519856,0.6316819440710465,0.2697291179158753,0.6049278658280293,0.5706382380027164,0.2828008201787664,0.3047528654398615,isobutyrate
MG1655,0.3677917194475847,0.1823107648481138,0.24017803464178714,0.6765356027663281,0.1136514300906934,0.1802248501891635,0.355629659461848,0.286463928128646,0.18871361609792273,0.39432875035448756,0.35088790808715964,0.2802343608861964,0.26675112652123817,
OCTA1-3,0.0,0.0,0.0,0.9905345628555323,0.0,0.0,0.0,0.7318235068560686,0.15073681273489298,0.4425632879296355,0.0,0.46726946916639855,0.0,octanoate
OCTA1-5,0.0,0.0,0.0,0.9270162876705464,0.0,0.0,0.0,0.674471898363126,0.11846403557563023,0.47390991178341885,0.0,0.3069311350544831,0.0,octanoate
OCTA1-9,0.19671239189224254,0.0,0.0,0.9489267148350486,0.0,0.0,0.0,0.589080265750806,0.11375316263469204,0.48344399492286966,0.0561650455069021,0.30484562365356144,0.0,octanoate
OCTA2-10,0.3057621392306429,0.06626338005674627,0.0,0.5857217944574301,0.0,0.21499359471896146,0.0,0.21217403896832865,0.20887743099440345,0.0,0.0,0.5089720935146389,0.0,octanoate
OCTA2-14,0.3746841602993249,0.16185412813316769,0.31195387380657474,0.7697125933670529,0.23728627104697786,0.21815948867962165,0.0,0.5554664991048789,0.19542884526157853,0.21350274763408048,0.05070735168834197,0.5037274797186485,0.0,octanoate
OCTA2-16,0.338279400444952,0.17489470449469943,0.30508532652191955,0.7564283173086492,0.3492051691487018,0.2557629144102519,0.0,0.4793091471272468,0.19472580816939647,0.0,0.20991961297180683,0.5484187551729303,0.0,octanoate
OCTA4-10,0.0,0.0,0.0,0.8385469269137563,0.0,0.0,0.0,0.6269604547266373,0.15436858769812525,0.5947460849465386,0.0,0.37833687970201874,0.0,octanoate
OCTA4-13,0.09485515343135387,0.0,0.0,0.9571984330378632,0.0,0.0,0.0,0.6102691225871024,0.12826905882093928,0.556457914724409,0.0,0.24333348897251472,0.0,octanoate
OCTA4-9,0.4990465103518262,0.0,0.0,0.7993858234321233,0.0,0.0,0.0,0.6519099154545769,0.1527434997425963,0.5978638597253785,0.0,0.3819402894415968,0.0,octanoate
OCTA5-4,0.3982919176274864,0.0,0.2781504859221373,0.6835389593784384,0.22140907563729625,0.21856012967982888,0.0,0.42080414027587293,0.27268387049337967,0.49116449312232,0.3458775819095365,0.3350746644343685,0.2594121958384548,octanoate
OCTA5-8,0.42738416431037346,0.0,0.25397376008127626,0.8128973134717866,0.24082425489317774,0.23429677691226372,0.0,0.47721672312346103,0.29134375990179845,0.5207278645634738,0.4229804382474725,0.322544754364107,0.2752993241552642,octanoate
OCTA5-9,0.4099391739303253,0.0943375677928207,0.27549057422215534,0.8539568315467108,0.2223117944474363,0.2176268764511571,0.0,0.4477388821985999,0.28827288736890716,0.50529653350076,0.4128460092470301,0.40118042680785476,0.2954692602091334,octanoate
OCTA7-10,0.38649773140811877,0.10109422797418494,0.0,0.9373679716789481,0.0,0.16448567049069598,0.0,0.0,0.19064736020787756,0.0,0.38833461026403926,0.3693020608800465,0.0,octanoate
OCTA7-2,0.37187012412126114,0.12812778763229057,0.0,0.8494254249630302,0.0,0.13543639839987637,0.0,0.6241452108996144,0.19831692934597603,0.21481966640516867,0.41009925223961363,0.30735533371701823,0.0,octanoate
OCTA7-9,0.374802725781177,0.11716793612268937,0.0,0.9533318251332977,0.0,0.15098795127324602,0.0,0.24112459157623237,0.17073453294156762,0.20054058585255405,0.41799192363305054,0.3942162937034498,0.0,octanoate
OCTA8-5,0.3639719172278299,0.1936408040628467,0.23100575058556913,0.682490616737836,0.1277458031386408,0.0,0.0,0.3611569261107996,0.09199258374218754,0.3788199863612314,0.0766217961074806,0.39528786035657837,0.19004148526306933,octanoate
OCTA8-7,0.36158587015616744,0.18822165603805244,0.233402713179266,0.6720587415454083,0.2831574538325785,0.0,0.46018510543574054,0.4034365557539654,0.1039994761829321,0.3592879531614978,0.2857546216255857,0.47612737662315774,0.19629078992725243,octanoate
PUTR2-4,0.41185781348012734,0.24571901895193374,0.24699620332476757,0.8017386452096913,0.2717093212109214,0.3257813380326679,0.0,0.5170608004312817,0.38879126633847144,0.4412557288374374,0.3537622279169828,0.39947193986163937,0.33789184185129545,putrescine
PUTR2-6,0.3969156629365485,0.24406846411557925,0.26836075687115385,0.8034747769399045,0.2850447349537491,0.3309532859064898,0.0,0.5535168807234044,0.37614855674464387,0.46713932821839776,0.33370477866943854,0.4069553174218608,0.3281257070293964,putrescine
PUTR3-1,0.41267319542798475,0.26673951941737956,0.49295336734570233,0.861590867801271,0.33286059002309926,0.35036612617545143,0.0,0.5867597736085984,0.3573366806565646,0.4194181757636018,0.28752927268750167,0.532364873293694,0.4490291834025613,putrescine
PUTR3-10,0.4075806029394866,0.27977332963392487,0.5066363530950996,0.8157713604129704,0.3378017714208374,0.38895228227918627,0.0,0.5869220281154762,0.3239080923993716,0.3996000528592041,0.2733402045214641,0.45481395392351115,0.4374072330269641,putrescine
PUTR3-9,0.37658376030187873,0.2209184952403226,0.25040785897490087,0.734683746273233,0.20370368320361784,0.21810280492558135,0.0,0.430477521678321,0.2712374304050548,0.4894766413400226,0.39003020354037954,0.0,0.3141346008568629,putrescine
PUTR4-3,0.42288680415346475,0.20168843279203671,0.46740440463084704,0.7848042108243697,0.34757636920197826,0.34569445984803,0.0,0.44055071840186083,0.4048356425893937,0.5020311618610563,0.43543322020639885,0.48559821869755887,0.41666572504051386,putrescine
PUTR4-7,0.455571121107401,0.2177577176729648,0.44223660032930256,0.781465875752251,0.3442136045223189,0.31538488277700577,0.0,0.38078652308522515,0.37236496773655015,0.43342619044073416,0.40650820474556104,0.0,0.40154377229409793,putrescine
PUTR4-8,0.4724501318079631,0.23144831852095984,0.44579585830518703,0.7982964707076423,0.17574986873941675,0.32168974465657146,0.0,0.4052921555027423,0.3735893078036669,0.47082398771691275,0.44381915552973367,0.0,0.40522500109694026,putrescine
PUTR5-1,0.3124425645491491,0.11124396088797983,0.291690545683501,0.6208739107036029,0.0817659066316552,0.11886291589302826,0.0,0.4050055292813418,0.1445785835845827,0.42555462825406926,0.1611768473881164,0.08477297888943447,0.3125063200746664,putrescine
PUTR5-6,0.36585736221217874,0.1913489090668327,0.36087245014464414,0.8252194402448684,0.27948965782678625,0.2253672869926637,0.0,0.3577260114178739,0.3045914823464264,0.37791222787813505,0.3973712608271631,0.4671986701251393,0.3389294325964631,putrescine
PUTR5-8,0.37569631636830847,0.18827001975652058,0.3789019452026081,0.7882199142311066,0.31300048821652854,0.21507330043538556,0.0,0.3885147916306875,0.2897709156100832,0.4144941774891106,0.41696210284102664,0.5107494132196276,0.3454966880576645,putrescine
PUTR6-10,0.3838125244849433,0.26826187893465525,0.42578092248544425,0.7265858387785662,0.338007470016419,0.3081222958670155,0.5165889656371468,0.4877088776046163,0.3241374081688541,0.3874581287511552,0.3790620789433436,0.2801132374961832,0.4185476568743229,putrescine
PUTR6-2,0.3718451479457916,0.21466506158803053,0.29835046959244255,0.8238565968913362,0.27822156796175196,0.2686761308576682,0.0,0.49282252290303014,0.35644098055086587,0.47888640660950604,0.2406931816509753,0.0,0.3436977934200276,putrescine
PUTR6-7,0.4852651854154784,0.2963820577878934,0.37559282633589974,0.8619223870419037,0.0533488784440884,0.16822631293900814,0.0589244516185733,0.145526092266457,0.19486161046876882,0.34657379061076304,0.2629130173330529,0.07296060800250255,0.4253564134931018,putrescine
PUTR7-1,0.37154651229196584,0.26689485422657777,0.4647478851783142,0.7732058247416694,0.3271199357614725,0.19251861040403384,0.0,0.5333689915006813,0.22078885114645141,0.47415169506620347,0.3460993906902472,0.5436914822080395,0.3936292977425874,putrescine
PUTR7-7,0.31240477908396586,0.14642100579209066,0.41412149347868815,0.7895932366700679,0.276499368651932,0.17345686040881433,0.0,0.2679118998361141,0.29613273799363904,0.3585609648969879,0.36780913508734847,0.4595409096468208,0.36302724991886565,putrescine
PUTR7-9,0.3223821925633282,0.1522013352902725,0.43925040906272667,0.7680441956537454,0.2789587460254433,0.1782991666362792,0.0,0.2651972636635813,0.3047227869076568,0.3391026466710249,0.3483145346790028,0.4244749296144512,0.3336808373910785,putrescine
PUTR8-10,0.24157370936290046,0.06426419797103176,0.3298410969438798,0.719586133230465,0.10302545572789419,0.19250027970495678,0.1339422190018094,0.5352820354867684,0.2516138504503977,0.4057941100450648,0.1640051403970764,0.345994286928808,0.45451383218157637,putrescine
PUTR8-3,0.3643994701211002,0.25337543249332284,0.4924236995713889,0.7001787241701014,0.38073328250618704,0.3595406559604947,0.41871676960456505,0.5596819080765705,0.360357883471965,0.48154709270397766,0.3777745578367834,0.3624518736051814,0.4287158239280622,putrescine
PUTR8-6,0.36169453599592244,0.12621762427337732,0.4745330263242125,0.6983649484397744,0.16313422308768624,0.23971622230207396,0.23076278872615075,0.5662700034268039,0.36374958581907135,0.5747420591472787,0.2029970617391709,0.5201948929202815,0.4417788567322611,putrescine
